reag,count
O=c1[nH]c2c(c3ccc(F)cc13)CN(CCCN1CCCCC1)CC2,6
Cn1ccc([C@@H](N)c2ccc(Cl)c(F)c2)n1,6
Oc1cccc2ccccc12,6
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,6
CCOC(=O)CN1C(=O)C(CO)(c2cc3c(cc2O)CCC3)c2ccccc21,6
C#Cc1ccc(CCCC(C)C)cc1,6
O=[N+]([O-])C=Cc1ccc(Cl)cc1,6
Nc1cc2c(c(C(=O)O)c1N)OCCO2,6
CC[n+]1ccccc1Br.F[B-](F)(F)F,6
CC1CCCN(C)C1(C)C.[Li],6
CCOC(=S)S,6
CC(=O)c1ccc(OCc2noc(Cc3ccc(C(=O)O)cc3)n2)c(Cl)c1O,6
CC(=O)Oc1ccccc1C(=O)O,6
CC(C)(C)S(N)=O,6
CCOC(=O)C1CCCCC1=O,6
CCCCCCCCCC(=O)Cl,6
CCOS(=O)(=O)OCC,6
COc1ccccc1C,6
N#CCC(=O)O,6
CCOC(=O)C=Cc1ccc(N(S(C)(=O)=O)S(C)(=O)=O)cc1,6
CCOC(=O)C=Cc1ccc(N)cc1,6
CCOC(=O)C(C(=O)OCC)C(c1ccc(OC)c(OC)c1)C(OCC)OCC,6
O=C=Nc1cccc(F)c1,6
CC(C)(C)[PH](=O)C(C)(C)C,6
CCCCCC(CCCC(CCCCCCC(=O)OCC)C(C)=O)OC(C)=O,6
CCCCCC(CCCC(CCCc1ccc(C(=O)OCC)cc1)C(C)=O)OC(C)=O,6
c1ccc2cnncc2c1,6
CCCCC[C@H](O)C#CCC(CCCCCCC(=O)O)C(C)=O,6
Nc1cccc(F)c1,6
CCCC(=O)C=Cc1ccccc1,6
c1ccc2occc2c1,6
OB(O)c1ccsc1,6
F[P-](F)(F)(F)(F)F.[K+],6
CC/C=C\CCCCCCCCCCO,6
O=C(O)c1ccc(Cl)o1,6
C[SiH](C)C,6
[N-]=C=O,6
Cl.c1cc[nH+]cc1,6
C1CCN([PH+](N2CCCC2)N2CCCC2)C1.F[P-](F)(F)(F)(F)F,6
COC(=O)c1ccc(CCN)cc1,6
CNC1CC1,6
FC(F)=C(F)Cl,6
Brc1cccnc1,6
Cc1ccc(F)c(N=C=O)c1,6
NCCSCc1ncccc1Br,6
Cc1ccccc1C(=O)Cl,6
CC(O)Br,6
COc1cc(CNc2ccc(C)cc2)cc(OC)c1OC,6
O=C1c2c(O)c(=O)nc(CC3(c4ccccc4)CCCC3)n2CCN1C1CC1,6
CN1CCCCC1=O,6
Cc1ccc(O)c(N=Nc2ccccc2[N+](=O)[O-])c1,6
O=C(Cl)c1ccco1,6
O=C(SCCCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,6
C[C@H](NC(=O)CCSC(=O)c1ccccc1)C(=O)O,6
CC(C)(C)NS(=O)(=O)CN1C(=O)c2ccccc2C1=O,6
O=C1c2ccccc2C(=O)N1CCS(=O)(=O)Cl,6
O=C(CCl)c1ccccc1,6
CCCCCCCCN(CCCCCCCC)CCCCCCCC,6
O=c1[nH]nc(Cl)c2ccc(Br)cc12,6
CS(=O)(=O)Cc1ccc(C(=O)O)cc1,6
O=C(OO)c1ccccc1Cl,6
Cc1ccccc1[Zn+].[Cl-],6
Cl.NNc1ccc(Cl)cc1,6
Cl.N[C@@H]1CCC[C@H]1c1ccccc1,6
COC1=NCCCC1,6
Cl.N[C@@H]1CCC[C@@H]1C1CCCCC1,6
CCCCOP(OCCCC)OCCCC,6
N#Cc1ccc2c(c1)ncc(=O)n2CCN1CCC(N)CC1,6
CN(C)CCCCl,6
CC1(C)OB(C2=CCC3(CC2)OCCO3)OC1(C)C,6
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C(=O)O,6
O=C1CCOc2ccccc21,6
O=C(C=Cc1ccc(O)cc1)C1CC1,6
OC[C@H]1OC=C[C@@H](O)[C@@H]1O,6
C=Cc1ccc(C=C)cc1.C=Cc1ccccc1.CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1Cc1ccccc1,6
Cc1cc(C)c(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(C)c1C.[Cl-],6
COc1cc(C)c(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(C)c1.[Cl-],6
COC(=O)NC(C(=O)O)C(C)C,6
O=C(c1nc(CC2(c3ccccc3)CCCC2)nc(O)c1OCc1ccccc1)N(CCO)C1CC1,6
CN(CCO)C(=O)c1nc(CC2(c3cccc4ccccc34)CCCC2)nc(O)c1OCc1ccccc1,6
C=CCON([C@H]1CN(C(=O)OC(C)(C)C)[C@H](CO)C=C1C)S(=O)(=O)c1ccccc1[N+](=O)[O-],6
CC(C)Cc1ccc(C(C)(CCCCC(=O)CCCCC(C)(C(=O)O)c2ccc(CC(C)C)cc2)C(=O)O)cc1,6
COC(=O)[C@@H]1Cc2cc3c(cc2CN1C(=O)OC(C)(C)C)O[C@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)CO3,6
O=C(O)N1Cc2ccccc2Oc2ccc(Cl)cc21,6
O=[N+]([O-])C=Cc1ccccc1,6
CC(C)(C)OC(=O)N1CCc2c(S(=O)(=O)C(F)(F)F)nn(Cc3ccc(Cl)cc3)c2CC1,6
OB(O)c1cccs1,6
COC(=O)/C=C/c1ccc2c(c1)C(=O)CC1(CCN(C(=O)OC(C)(C)C)CC1)O2,6
Br.CCN(CC)CCCBr,6
Nc1n[nH]c2cccc(Cl)c12,6
O=C(O)c1cc(I)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,6
CCOC(=O)N1C(=O)c2ccccc2C1=O,6
Cc1ncc[nH]1,6
C=CC(=O)OC(C)(C)C,6
CNC.CNC.Cl,6
[Cl-].[Cl-].[Cl-].[Ga+3],6
O=C(C=Cc1ccccc1)C=Cc1ccccc1,6
Cc1ccccc1O,6
O=[As](O)(O)O,6
CC(C)(C)OC(=O)NCC1CNC1,6
ClCc1csc(Br)n1,6
O=C(OCc1ccccc1)N1CCC[C@H]1CO,6
CCOP(Cl)OCC,6
CC(C)(C)OC(=O)N[C@H]1CNC(=O)C1,6
CCC(=O)OO,6
CCO[Al](CC)CC,6
CC(C)(C)O.CC(C)(C)[O-].[K+],6
[Li]OC(C)(C)C,6
Fc1c(Cl)cc(C(F)(F)F)cc1Cl,6
COc1ccccc1O,6
CC(C)(C)OC(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2N)CC1,6
CCOCC[O-].[Na+],6
CCC(S)S,6
CC(=O)c1cc(NC(=N)NC(=N)N)cc(C(C)=O)c1.Cl,6
CCOC=C(C#N)C(=O)NC(=O)OCC,6
CCc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)s1,6
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],6
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC(C)C)c3csc(N)n3)[C@H]2SC1,6
COC(=O)C1c2ccc(OCCCN3CCN(C)CC3)cc2CCN1S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,6
CC(C)COC(=O)N=NC(=O)OCC(C)C,6
COC(=O)C(NC(=O)OCc1ccccc1)P(=O)(OC)OC,6
O=C1C[C@H]2SCCN12,6
CCCCC(CC)CN(CC(CC)CCCC)CC(CC)CCCC,6
O=C(O)c1cc2ccc(Cl)cc2o1,6
CC1CN(c2ccc(Cl)c(Cl)c2)N=C1NC=O,6
O=C(c1ccccc1)c1cc(Cl)ccc1Cl,6
COC(=O)C[C@H]1Nc2ccc(C(=O)O)cc2CN(C)C1=O,6
CN(C)Cc1ccc(CSCCN)o1,6
CNC(=N)N.Cl,6
C=CC(C)=CCC=C(C)CCC=C(C)C,6
CC(C)=CCCC(C)=CCCC(C)=CC=O,6
C=C(C)OC(=O)Cl,6
Clc1ccc(Cl)cc1,6
CC(C)(O)CN,6
Brc1ccc2cc[nH]c2c1,6
c1ccc(C2CO2)cc1,6
C#CCNC(=O)OC(C)(C)C,6
COc1ncc(Cl)c(C)c1[Mg]Cl,6
N#CCCCCN(OCc1ccccc1)C(=O)CCCCCl,6
O=C(O)C(=O)Cc1c[nH]c2ccccc12,6
C=C(Cl)N(C)C,6
C1CCCCC1.CC(C)[N-]C(C)C.[Li+],6
CC(C)N(CCN)C(C)C,6
O=[N+]([O-])c1c(F)c(F)c(Cl)c(Cl)c1Cl,6
O/N=C/c1ccccc1O,6
O=C(N1CCCC(COc2ccc3c(c2)OCO3)C1)C1(c2ccc(Cl)cc2)CCC1,6
O=S(=O)(Cl)c1cccc2nccnc12,6
CC(C)C(Br)Br,6
CC(C)(C)OC(=O)Nc1cc(N2CCOCC2)cc(C(F)(F)F)c1,6
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,6
C1CCOC1.[Li]CCCC,6
CC(C)(C)OC(=O)N1CCC(NC(=O)c2sccc2Nc2ccnc3[nH]ccc23)C1,6
CC1(C2CCCC2)Cc2cc(CC(=O)O)c(Cl)c(Cl)c2C1=O,6
CCOC(=O)CC(=O)CC,6
CCOC(CSc1ccc(C)c(F)c1)OCC,6
c1cnc2c(c1)CNc1ccccc1O2,6
B(C1CCCCC1)C1CCCCC1,6
[SiH3]O[SiH3],6
COc1ccc(C2CCCc3cc(O[Si](C)(C)C(C)(C)C)ccc3C2)c(CCN)c1,6
CN(C)CCCN(C)C,6
O=C(Cn1ccc(OCc2ccccc2)cc1=O)c1ccc(CO)cc1,6
C=CC(=O)OCCO,6
CCCCCCCCCCCCCCC,6
O=c1cc(CNS(=O)(=O)c2ccccc2)occ1O,6
COC(=O)c1cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4OC(C)(C)C(=O)OC(C)(C)C)cc3)c2c1C,6
CCCCCCCCOc1ccc(B(O)O)cc1,6
COC(=O)c1cc(C)c2c(c1)S(=O)(=O)Cc1cc(N)cc(Cl)c1O2,6
C=CCn1c(=O)c2ccc(NC(=O)CC3CCCC3)cc2n1Cc1ccc(C(=O)OC)cc1OC,6
Cc1ncc(COP(=O)(O)O)c(CN)c1O,6
Cl[Ti](Cl)(Cl)Cl,6
O.O=P([O-])([O-])O.[Na+].[Na+],6
CCc1cnc(CC)c(N[C@@H]2c3ccccc3C[C@@H]2O)n1,6
Nc1noc(C2CN3CCC2C3)n1,6
CC(=O)c1ccc(OCc2nc(Cc3cccc(I)c3)no2)c(C)c1O,6
CCC(F)=C(F)F.Cc1ccc(S(=O)(=O)O)cc1,6
O=C1N[C@H]2C=C[C@@H]1C2,6
CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-].[Al+3].[Li],6
CCCCCCCCCCCCCCCCSCC(CN)OC,6
Cc1cc2c(cc1Nc1ccccc1)C1(OC(=O)c3ccccc31)c1ccc(N3CCCCC3)cc1O2,6
COC(=O)CCCC=CCC1C(O)CC(O)C1COC(=O)Nc1ccccc1,6
[Br-].[PH4+],6
CN(C)C(C)(C)COc1ccc(C=O)cc1,6
Nc1ccc(Br)c(Cl)c1,6
CC(C)C[NH3+].[Cl-],6
OC(CCc1ccccc1)CCc1ccccc1,6
Fc1ccccc1CBr,6
O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[Ce+3].[Ce+3],6
COC1=C(c2ccccc2)C(OC)(P(C2CCCCC2)C2CCCCC2)CC=C1,6
O=S(=O)(F)OS(=O)(=O)F,6
Ic1ccc(Cc2cc[nH]n2)cc1,6
CNC(=S)N(C)Cc1ccncc1,6
CNC(=S)N(C)c1ccc(Cl)nc1,6
CCN(Cc1cccnc1)C(=S)NC,6
CON(C)C(C)=O,6
FC1(F)Oc2cccc([K])c2O1,6
COB(OC)c1cccc2c1OC(F)(F)O2,6
Clc1cc(C(Cl)(Cl)Cl)nc(Cl)n1,6
C=C[Si](C=C)(C=C)C=C,6
CC(CO)(CO)CO,6
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,6
CCC(N)C(N)=O,6
O.O.[Li]OC(C)=O,6
COc1ccc2c(c1)CN(S(=O)(=O)Cl)CC2,6
CCCCCN,6
COc1ccc(CC(=O)c2ccc(OC)cc2)cc1,6
CCO.COCCOC.O,6
CC(C)[NH2+]C(C)C.[c-]1nnn[nH]1,6
N[C@H]1CC[C@H](O)CC1,6
CC[S-].[K+],6
CC(C)(C)c1ccc(O)cc1,6
C=C1CC[C@]2(O)[C@]3(C)C[C@]4(O)O[C@@]2([C@@H]1O)[C@]1(O)[C@@]3(O)[C@H](OC(=O)c2ccc[nH]2)[C@](O)(C(C)C)[C@@]14C,6
CC(C)(N)Cc1c[nH]c2ccc(Cl)cc12,6
CC(NC(=O)c1ccc(N)c(Cl)c1)C(=O)N1CCCC1C(=O)OC(C)(C)C,6
Sc1nc2cnccc2s1,6
CC(=O)O.CC(=O)O[Na],6
CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)N=[N+]=[N-],6
CC(C)(C)c1ccc(Br)cc1O,6
O=C(O)c1ccncc1C(=O)c1cc(F)ccc1F,6
Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](OCCCCn4ccnc4)[C@H]3O)c2n1,6
OO.[Na+].[O-][Cl+][O-],6
FC(F)(Br)C(F)(Cl)Br,6
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,6
O=Cc1ccc2cccc(OCc3ccccc3)c2n1,6
O=C1NC(=O)C(Br)(Br)C(=O)N1,6
C=C1C=CC=C1C(=O)O,6
O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O,6
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,6
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,6
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6
CC(=O)O.CC(=O)O.NCCN,6
ClCCCOc1cccc2[nH]ccc12,6
CC(=O)c1cc(NC(=O)CCCCCC(=O)Nc2cc(C(C)=O)cc(C(C)=O)c2)cc(C(C)=O)c1,6
CC(=O)c1cc(NC(=O)CCCCCCC(=O)Nc2cc(C(C)=O)cc(C(C)=O)c2)cc(C(C)=O)c1,6
CC(=O)c1cc(NC(=O)CCCCCCCC(=O)Nc2cc(C(C)=O)cc(C(C)=O)c2)cc(C(C)=O)c1,6
CC(=O)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(C(C)=O)cc(C(C)=O)c2)cc(C(C)=O)c1,6
N=C(N)c1ccccc1,6
Cl.Nc1ccccc1C(F)(F)F,6
Cl.Nc1ccc(C(F)(F)F)cc1,6
COC(=O)c1ccc(C)cc1NS(C)(=O)=O,6
O=C(Oc1ccccc1)Oc1ccccc1,6
CC1(C)CC(C)(C)c2cc(C(=O)O)cc(Br)c2O1,6
F[Xe]F,6
COc1ccccc1[Mg]Br,6
Nc1cccc(C(=O)O)c1O,6
Nc1ccccc1NS(=O)(=O)c1cccs1,6
Cc1cc2c(cc1Br)C(C)(C)CCC2(C)C,6
CC(C)(C)OC(=O)NC1CCN(CCn2c(=O)cnc3ccc(F)cc32)CC1,6
O=C(O)CCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],6
C1CCOC1.CO.Cl,6
F[K],6
COc1ccc(C(=O)c2ccccc2)cc1OC,6
CCCCCCCOc1ccccc1CCC(N)(CO)CCC.Cl,6
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,6
CCOC(=O)C[NH3+].[Cl-],6
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,6
CN(Cc1ccc(N)cc1)C1CCOCC1,6
Oc1c(Br)cccc1Br,6
CC1(C)N=[SiH][SiH2]C(C)(C)C1(C)C,6
O=[PH]([O-])[O-].[K+].[K+],6
CC(C)c1cccc(C(C)C)c1N1C=[N+](c2c(C(C)C)cccc2C(C)C)CC1.F[B-](F)(F)F,6
CC(C)N(C(C)C)P(=O)(Cl)OCCC#N,6
CC(=O)NCN(CNC(C)=O)C(C)=O,6
Nc1nc(Cl)c2[nH]cnc2n1,6
OC[C@@H](c1ccccc1)N1CC[C@H](OC2CCCCO2)C1,6
COCO[C@H]1CCN([C@@H](CO)c2cccc(Cl)c2)C1,6
CCC(=O)c1cccc(Cl)c1,6
ON1CCOCC1,6
CC(C)(C)OC(=O)Cc1ccc(O)cc1,6
CC(C)(C)OC(=O)Cc1cccc(O)c1,6
O=C(OCc1ccccc1)N1CCC2OC2C1,6
CC(C)N(C=O)C(C)C,6
CC(C)(C)c1cc(C(=O)Nc2ccc(N)cc2)cc(C(C)(C)C)c1O,6
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1O,6
Cc1cccnc1N,6
CNN(CC(=O)O)NC,6
CC(=O)C(=Cc1ccccc1)c1ccncc1,6
O=C(O)CC(O)CCCCCCOc1ccccc1,6
CCOC(=O)c1ccc(Cc2nc(CO)no2)cc1,6
CC(C)N(Cl)C(C)C,6
CC(O)(c1ccc(Cl)cc1)C1CC1,6
CC1(C)OC(=O)C(Cc2ccc(Cl)cc2)C(=O)O1,6
CCOc1cc(OC)ccc1C1=NC(CC2CCCC2)C(c2ccc(Cl)cc2)N1,6
COC(=O)C(Cc1ccc(C(C)(C)O[SiH2]C(C)(C)C)cc1)SCCc1ccc(F)cc1,6
CN1C(=O)C(N)N=C(c2ccccn2)c2ccccc21,6
CC(C)(CC(O)(C=O)C(F)(F)F)c1cc(F)cc2c1OCC2,6
CCCCc1nc2c(Sc3ccccc3)nc3ccccc3c2n1CCCCSc1ccccc1,6
CCc1ccccc1CC(=O)O,6
CC(C)(CO)CCCCC(CCCCC(C)(C)CO)C(=O)O,6
CC1COc2cc(C(=O)NN)ccc2O1,6
CCC(=O)C(C)(C)C,6
C=CCCO,6
NC1CCCc2cccnc21,6
CC(C)(C)OC(=O)NS(=O)(=O)Cl,6
Cc1c(I)c(=O)n(C2CCCC2)c2nc(S(C)=O)ncc12,6
CC1CN(C)CCc2ccc(C(F)(F)F)cc21,6
NC1CCCc2occc21,6
CN(C)CN,6
O=Cc1cccc(Oc2ccccc2)c1,6
CCCCCN1C(=O)C2(COc3cc4c(cc32)OCO4)c2c(Br)cccc21,6
[N-]=C=O.[N-]=C=O.c1ccc(Cc2ccccc2)cc1,6
Cc1nc(CCl)n(C)n1,6
N#Cc1ccc(CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)c(F)c1,6
Cc1ccc(C#N)cc1,6
CN1C(=O)COc2cc(C3(O)C(=O)N(C(c4ccccc4)c4ccccc4)c4ccccc43)c(O)cc21,6
O=C1N(Cc2ccc(C(F)(F)F)o2)c2ccccc2C1(O)c1ccc(Br)cc1O,6
NCCc1cccc(C(F)(F)F)c1,6
[Li]c1nccnc1Cl,6
O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd],6
CCCCC1(CCCC)C(=O)C(=C(SC)SC)C(=O)c2ccccc21,6
COC(=O)C[C@@H]1Cc2cc(Br)c3[nH]ncc3c2CN(CC2CC2)C1=O,6
N#Cc1ccccc1NC(=O)c1ccccn1,6
CC(C)=CCn1c(Cl)nc2c1c(=O)[nH]c(=O)n2C,6
OCC1C=NNc2ccccc21,6
COC(=O)c1cc(N)n(C(=O)OC(C)(C)C)n1,6
CCOC(=O)C=C(c1ccccc1)c1cccc2[nH]cc(C#N)c12,6
C[N+](C)(C)[O-].O.O,6
CC#N.CCOC(C)=O.O,6
[N-]=[N+]=NCC(=O)c1ccc(C(F)(F)F)cc1,6
COC1(OC)CC(C(=O)OC(C)C)(C(=O)OC(C)C)C1,6
C[C@H](NC1=NC(=O)C(C)(c2ccc(C#N)cc2)S1)c1ccccc1C(F)(F)F,6
CCOC(=O)CC(=O)c1cccs1,6
CC(=O)c1ccc(O)c(Cl)c1O,6
N#CCc1ccc(I)cc1,6
N=C(Cc1ccc(I)cc1)NO,6
CC(=O)c1ccc(O)c(C)c1O,6
ClCc1nc(Cc2ccc(I)cc2)no1,6
CN1CCC(O)CC1,6
N#Cc1ccc(OCC2(N)CCCC2)cc1,6
CC(C)(N)COc1ccc(C#N)cc1F,6
COc1ccc2c(c1)OC(C)(C)C(Br)=C2,6
CC(C)(C)OC(=O)NC1CCN(S(=O)(=O)c2cccc3c(Cl)ncc(Cl)c23)C1,6
O=C1CCC1,6
Cc1c([N+](=O)[O-])ccc(C(C)(C)C)c1[N+](=O)[O-],6
O=CCCl,6
COC(=O)[C@H]1CC[C@H](C(=O)NCc2nccnc2Cl)CC1,6
O=C(O)C1CCC1,6
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,6
Cc1ccc(N)c(N)c1C,6
CCOc1cc(S(=O)(=O)Cl)ccc1C#N,6
FC(F)(F)C1(F)OC1(F)F,6
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F,6
O=C(F)C(F)(F)C(F)(F)C(=O)F,6
IC(I)I,6
O=C1Nc2cc3c(cc2C1=O)OCCO3,6
COC(=O)C(=O)C12CC3CC(CC(C3)C1)C2,6
O=C(O)c1cnccn1,6
CN[C@H]1CCCC[C@H]1NC,6
O=S(=O)(NF)c1ccccc1,6
Nc1cc(F)c([N+](=O)[O-])cc1C(=O)Nc1ccc2cn[nH]c2c1,6
CCO/C=C/C(=O)Cl,6
CC(C)(C)c1cc(C(C)(C)C)c(Br)c(C(C)(C)C)c1,6
CC(C)(C)OC(=O)N[C@H]1CCN(S(=O)(=O)c2cccc3c(Cl)ncc(Cl)c23)C1,6
C=COCCCl,6
CCOC(=O)C1=CC=CSO1,6
CC(=O)[O-].CC(=O)[O-].[Pb+2],6
Cc1ccc(N2CCOCC2)cc1N,6
Cc1nc(N2CCN(CCC3CC3)C2=O)sc1C(=O)O,6
COC(CN(Cc1ccc(F)cc1)C(=O)Nc1nc(C)c(C(=O)NCc2ccccc2)s1)OC,6
Cc1nc(N2C(=O)N(Cc3ccc(F)cc3)CC2O)sc1C(=O)NCc1ccccc1,6
N=C1NCCN1Cc1ccccc1,6
CC(C)(C)OC(=O)Cl,6
CC(C)N1C(=O)CNc2ncc([Sn](C)(C)C)nc21,6
CCc1nnn([C@H]2C[C@@H](n3cnc4c(NCC(c5ccccc5)c5ccccc5)nc(N5CC[C@@H](N)C5)nc43)[C@H](O)[C@@H]2O)n1,6
CN1CC(=O)OB(C2CC2)OC(=O)C1,6
C=CC1CC1(NC(=O)C1CC(O)CC1C(=O)OC(C)(C)C)C(=O)OCC,6
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,6
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,6
COc1cc(O)c(C2C(=O)N(C(c3ccccc3)c3ccccc3)c3ccccc32)cc1C,6
BrCC1CCOCC1,6
C1CCC(P(CCCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F.F[B-](F)(F)F,6
CC(=O)OCC#CCCCCO[Si](C)(C)C(C)(C)C,6
CCOC(=O)C(=O)CC(=O)COc1ccccc1,6
Clc1cc2cnccc2cc1Br,6
Cc1cc(C2CC2)c(C#N)c(=O)[nH]1,6
CCCc1cc(C)[nH]c(=O)c1C#N,6
COC(=O)C(Cl)Cc1ccc(CO)cc1,6
COc1cc(B(O)O)cc(OC)c1OC,6
Cc1ccc(S(=O)(=O)n2cc(I)c3cc(Br)cnc32)cc1,6
NC(c1cc(=O)c(OCc2ccccc2)c(C(=O)O)o1)S(=O)(=O)c1ccccc1,6
Cc1ccc(CN)cc1,6
Cc1cc2cc(O)ccc2[nH]1,6
O=C1c2c(OCc3ccccc3)c(=O)nc(CC3(c4ccccc4)CCCC3)n2CCN1C1CC1,6
[Se]=C=NCc1ccccc1,6
NCCN1C(=O)S/C(=C\c2ccccc2)C1=O,6
CCOc1ccc(C=O)cc1Cl,6
CP[C@H](C)[C]1[CH][CH][CH][C]1P(c1cccc2ccccc12)c1cccc2ccccc12,6
C=CCON([C@H]1CN(C(=O)OC(C)(C)C)[C@H](C(=O)O)C=C1C)S(=O)(=O)c1ccccc1[N+](=O)[O-],6
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1N,6
CCCCCCCCCCCCCCCCSCC(CN=[N+]=[N-])NC(=O)OC,5
CNc1cccc(NC)n1,5
O.OCCO,5
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],5
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,5
O=[N+]([O-])c1cc(Cl)ccc1Cl,5
O=C=NC(=O)c1ccccc1,5
Nc1ccccc1[N+](=O)[O-],5
O=C1CCC(N2C(=O)c3ccccc3C2=O)c2c(F)ccc([N+](=O)[O-])c21,5
COc1ccc(C(=CC#N)c2cccc(N)c2)cc1OC,5
COc1ccc(C(=O)c2cccc(N)c2)cc1OC,5
B.[K],5
COc1cc(N)c(C=C(C)C(=O)NCCc2ccccc2)cc1OC,5
O=[N+]([O-])c1ccccc1F,5
O=C(O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,5
CC(=O)O[Na].O.O.O,5
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Cl,5
COc1ccc(N)cc1CO,5
Nc1ccccc1Oc1ccc2c(c1)CCC(c1ccccc1)O2,5
CC(C)OC(C)C.CCCCCC,5
COC(=O)C1CCC(c2ccc(N)cc2)C1,5
Cl.N=C(N)c1ccc(C(F)(F)F)cc1.O.O,5
COc1ccc(CN)c(OC)c1,5
CCNc1ccccc1,5
Cl.N,5
COc1c(C=O)cccc1[N+](=O)[O-],5
CCOCC.F[B-](F)(F)F.[H+],5
CCOC(=O)COc1cc2c(c(Cl)c1Cl)C1=CCCCC1(CC)C2,5
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC)c(Cl)c1Cl)C2,5
NNCCO,5
CCOC(=O)C[C@H]1Cc2ccc(OCCCNc3ccccn3)cc2Cc2ccccc21,5
O.O.O.O.O.O.[Li]O,5
N#Cc1cccc(CBr)c1,5
COCC(=O)O,5
CN(C)c1ccc(CC(=O)O)cc1,5
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,5
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,5
CB(C)Br,5
CCCCC1(c2cc(O)cc(O)c2)SCCS1,5
CC#N.CO,5
Clc1cc(N2CCN(CCCC3CCCCC3)CC2)ccc1OCc1ccccc1,5
OB(O)c1ccc(OCc2ccccc2)cc1,5
COS(=O)OC,5
O=C(Cl)C1CCCC1,5
O=C(Cl)CC1CCCCC1,5
C[C@@H]1[C@@H](B(Cl)[C@H]2C[C@@H]3C[C@@H]([C@@H]2C)C3(C)C)C[C@@H]2C[C@H]1C2(C)C,5
CC(C)(C)[O-].CC(C)O.[K+],5
C[C@@H]1C2CCC(C[C@H]1B(Cl)[C@@H]1CC3CCC([C@H]1C)C3(C)C)C2(C)C,5
C=CCO[C@@H]1C[C@H](N)c2cc(OCCC)ccc21,5
CCN(CC)C(=O)c1ccc(C=Cc2ccccc2[N+](=O)[O-])nc1,5
CC(C)[C@@H](N)CN1CCC(Cc2ccc(Cl)c(Cl)c2)CC1,5
